layer_name,input,kv_cache,tp_size,latency(ns)
input_layernorm,1566,0,1,146960
q_proj,1566,0,1,234319
k_proj,1566,0,1,35744
rope,1566,0,1,237804
post_layernorm,1566,0,1,145118
gate_proj,1566,0,1,1008
up_proj,1566,0,1,880
act_fn,1566,0,1,129312
final_layernorm,1566,0,1,144878
lm_head,1566,0,1,736
embedding,1567,0,1,58847
input_layernorm,1567,0,1,148509
q_proj,1567,0,1,237392
k_proj,1567,0,1,35904
rope,1567,0,1,244671
post_layernorm,1567,0,1,147518
gate_proj,1567,0,1,976
up_proj,1567,0,1,736
act_fn,1567,0,1,129807
final_layernorm,1567,0,1,146992
lm_head,1567,0,1,736
embedding,1568,0,1,60335
input_layernorm,1568,0,1,149935
q_proj,1568,0,1,237934
k_proj,1568,0,1,36016
rope,1568,0,1,248001
post_layernorm,1568,0,1,148032
gate_proj,1568,0,1,752
up_proj,1568,0,1,1039
act_fn,1568,0,1,129807
final_layernorm,1568,0,1,147471
lm_head,1568,0,1,736
embedding,1569,0,1,58559
input_layernorm,1569,0,1,149088
q_proj,1569,0,1,237454
k_proj,1569,0,1,35809
rope,1569,0,1,243631
post_layernorm,1569,0,1,146991
gate_proj,1569,0,1,1040
up_proj,1569,0,1,1040
act_fn,1569,0,1,129728
final_layernorm,1569,0,1,146238
lm_head,1569,0,1,736
embedding,1570,0,1,57887
input_layernorm,1570,0,1,147230
q_proj,1570,0,1,234638
k_proj,1570,0,1,34960
rope,1570,0,1,239069
post_layernorm,1570,0,1,145200
gate_proj,1570,0,1,879
up_proj,1570,0,1,1024
act_fn,1570,0,1,129392
final_layernorm,1570,0,1,145167
lm_head,1570,0,1,736
embedding,1571,0,1,56096
input_layernorm,1571,0,1,144686
q_proj,1571,0,1,231567
k_proj,1571,0,1,34271
rope,1571,0,1,232079
post_layernorm,1571,0,1,143070
gate_proj,1571,0,1,752
up_proj,1571,0,1,975
act_fn,1571,0,1,129711
final_layernorm,1571,0,1,142864
lm_head,1571,0,1,736
embedding,1572,0,1,58608
input_layernorm,1572,0,1,148159
q_proj,1572,0,1,235406
k_proj,1572,0,1,35376
rope,1572,0,1,240175
post_layernorm,1572,0,1,146639
gate_proj,1572,0,1,1024
up_proj,1572,0,1,1008
act_fn,1572,0,1,129775
final_layernorm,1572,0,1,145935
lm_head,1572,0,1,736
embedding,1573,0,1,57279
input_layernorm,1573,0,1,147695
q_proj,1573,0,1,235486
k_proj,1573,0,1,34880
rope,1573,0,1,239887
post_layernorm,1573,0,1,145166
gate_proj,1573,0,1,1024
up_proj,1573,0,1,848
act_fn,1573,0,1,129824
final_layernorm,1573,0,1,145072
lm_head,1573,0,1,736
embedding,1574,0,1,59151
input_layernorm,1574,0,1,149312
q_proj,1574,0,1,238158
k_proj,1574,0,1,35854
rope,1574,0,1,244591
post_layernorm,1574,0,1,148544
gate_proj,1574,0,1,992
up_proj,1574,0,1,736
act_fn,1574,0,1,130175
final_layernorm,1574,0,1,147279
lm_head,1574,0,1,736
embedding,1575,0,1,57232
input_layernorm,1575,0,1,148015
q_proj,1575,0,1,235407
k_proj,1575,0,1,35057
rope,1575,0,1,239966
post_layernorm,1575,0,1,146143
gate_proj,1575,0,1,976
up_proj,1575,0,1,1023
act_fn,1575,0,1,129534
final_layernorm,1575,0,1,145454
lm_head,1575,0,1,736
embedding,1576,0,1,56976
input_layernorm,1576,0,1,146462
q_proj,1576,0,1,233918
k_proj,1576,0,1,35216
rope,1576,0,1,236431
post_layernorm,1576,0,1,145904
gate_proj,1576,0,1,1008
up_proj,1576,0,1,752
act_fn,1576,0,1,129824
final_layernorm,1576,0,1,144190
lm_head,1576,0,1,736
embedding,1577,0,1,58351
input_layernorm,1577,0,1,148717
q_proj,1577,0,1,237471
k_proj,1577,0,1,35600
rope,1577,0,1,243118
post_layernorm,1577,0,1,147616
gate_proj,1577,0,1,992
up_proj,1577,0,1,864
act_fn,1577,0,1,129935
final_layernorm,1577,0,1,147231
lm_head,1577,0,1,736
embedding,1578,0,1,59007
input_layernorm,1578,0,1,149567
q_proj,1578,0,1,237838
k_proj,1578,0,1,35440
rope,1578,0,1,244127
post_layernorm,1578,0,1,147903
gate_proj,1578,0,1,736
up_proj,1578,0,1,864
act_fn,1578,0,1,130223
final_layernorm,1578,0,1,147374
lm_head,1578,0,1,736
embedding,1579,0,1,59151
input_layernorm,1579,0,1,149471
q_proj,1579,0,1,237150
k_proj,1579,0,1,35600
rope,1579,0,1,243423
post_layernorm,1579,0,1,147775
gate_proj,1579,0,1,880
up_proj,1579,0,1,992
act_fn,1579,0,1,130735
final_layernorm,1579,0,1,147423
lm_head,1579,0,1,736
embedding,1580,0,1,59055
input_layernorm,1580,0,1,149552
q_proj,1580,0,1,237822
k_proj,1580,0,1,35887
rope,1580,0,1,243934
post_layernorm,1580,0,1,147759
gate_proj,1580,0,1,752
up_proj,1580,0,1,1008
act_fn,1580,0,1,130927
final_layernorm,1580,0,1,147677
lm_head,1580,0,1,736
embedding,1581,0,1,55167
input_layernorm,1581,0,1,144607
q_proj,1581,0,1,232255
k_proj,1581,0,1,34704
rope,1581,0,1,229085
post_layernorm,1581,0,1,143135
gate_proj,1581,0,1,1024
up_proj,1581,0,1,864
act_fn,1581,0,1,129599
final_layernorm,1581,0,1,145201
lm_head,1581,0,1,736
embedding,1582,0,1,60303
input_layernorm,1582,0,1,151663
q_proj,1582,0,1,241741
k_proj,1582,0,1,36016
rope,1582,0,1,249199
post_layernorm,1582,0,1,150975
gate_proj,1582,0,1,1072
up_proj,1582,0,1,1023
act_fn,1582,0,1,130975
final_layernorm,1582,0,1,149551
lm_head,1582,0,1,736
embedding,1583,0,1,56159
input_layernorm,1583,0,1,145823
q_proj,1583,0,1,233390
k_proj,1583,0,1,34592
rope,1583,0,1,233311
post_layernorm,1583,0,1,144208
gate_proj,1583,0,1,992
up_proj,1583,0,1,736
act_fn,1583,0,1,129950
final_layernorm,1583,0,1,144208
lm_head,1583,0,1,736
embedding,1584,0,1,58016
input_layernorm,1584,0,1,148494
q_proj,1584,0,1,237024
k_proj,1584,0,1,35137
rope,1584,0,1,241357
post_layernorm,1584,0,1,146910
gate_proj,1584,0,1,751
up_proj,1584,0,1,879
act_fn,1584,0,1,130079
final_layernorm,1584,0,1,146831
lm_head,1584,0,1,736
embedding,1585,0,1,59199
input_layernorm,1585,0,1,149967
q_proj,1585,0,1,237551
k_proj,1585,0,1,37985
rope,1585,0,1,243646
post_layernorm,1585,0,1,148799
gate_proj,1585,0,1,1040
up_proj,1585,0,1,736
act_fn,1585,0,1,130559
final_layernorm,1585,0,1,148478
lm_head,1585,0,1,736
embedding,1586,0,1,60575
input_layernorm,1586,0,1,150767
q_proj,1586,0,1,238271
k_proj,1586,0,1,38447
rope,1586,0,1,245646
post_layernorm,1586,0,1,149519
gate_proj,1586,0,1,1024
up_proj,1586,0,1,736
act_fn,1586,0,1,131183
final_layernorm,1586,0,1,148815
lm_head,1586,0,1,736
embedding,1587,0,1,57631
input_layernorm,1587,0,1,147519
q_proj,1587,0,1,234240
k_proj,1587,0,1,37343
rope,1587,0,1,236142
post_layernorm,1587,0,1,146430
gate_proj,1587,0,1,880
up_proj,1587,0,1,975
act_fn,1587,0,1,130944
final_layernorm,1587,0,1,146206
lm_head,1587,0,1,736
embedding,1588,0,1,59984
input_layernorm,1588,0,1,151149
q_proj,1588,0,1,239711
k_proj,1588,0,1,38671
rope,1588,0,1,247137
post_layernorm,1588,0,1,149615
gate_proj,1588,0,1,879
up_proj,1588,0,1,1008
act_fn,1588,0,1,131312
final_layernorm,1588,0,1,149967
lm_head,1588,0,1,736
embedding,1589,0,1,55583
input_layernorm,1589,0,1,146720
q_proj,1589,0,1,232300
k_proj,1589,0,1,36752
rope,1589,0,1,231759
post_layernorm,1589,0,1,145312
gate_proj,1589,0,1,1040
up_proj,1589,0,1,1008
act_fn,1589,0,1,130558
final_layernorm,1589,0,1,145071
lm_head,1589,0,1,736
embedding,1590,0,1,57600
input_layernorm,1590,0,1,149183
q_proj,1590,0,1,236638
k_proj,1590,0,1,37808
rope,1590,0,1,242575
post_layernorm,1590,0,1,148304
gate_proj,1590,0,1,848
up_proj,1590,0,1,896
act_fn,1590,0,1,130768
final_layernorm,1590,0,1,147374
lm_head,1590,0,1,736
embedding,1591,0,1,57344
input_layernorm,1591,0,1,147919
q_proj,1591,0,1,234653
k_proj,1591,0,1,37184
rope,1591,0,1,236672
post_layernorm,1591,0,1,145425
gate_proj,1591,0,1,1008
up_proj,1591,0,1,752
act_fn,1591,0,1,130239
final_layernorm,1591,0,1,146718
lm_head,1591,0,1,736
embedding,1592,0,1,59648
input_layernorm,1592,0,1,150895
q_proj,1592,0,1,238623
k_proj,1592,0,1,38032
rope,1592,0,1,245999
post_layernorm,1592,0,1,148702
gate_proj,1592,0,1,1024
up_proj,1592,0,1,736
act_fn,1592,0,1,131167
final_layernorm,1592,0,1,148879
lm_head,1592,0,1,736
embedding,1593,0,1,58271
input_layernorm,1593,0,1,149486
q_proj,1593,0,1,236446
k_proj,1593,0,1,37825
rope,1593,0,1,240702
post_layernorm,1593,0,1,148064
gate_proj,1593,0,1,1024
up_proj,1593,0,1,736
act_fn,1593,0,1,130911
final_layernorm,1593,0,1,147582
lm_head,1593,0,1,736
embedding,1594,0,1,61935
input_layernorm,1594,0,1,153886
q_proj,1594,0,1,242942
k_proj,1594,0,1,39040
rope,1594,0,1,252767
post_layernorm,1594,0,1,151695
gate_proj,1594,0,1,752
up_proj,1594,0,1,879
act_fn,1594,0,1,131984
final_layernorm,1594,0,1,151887
lm_head,1594,0,1,736
embedding,1595,0,1,61119
input_layernorm,1595,0,1,152255
q_proj,1595,0,1,241136
k_proj,1595,0,1,38672
rope,1595,0,1,249951
post_layernorm,1595,0,1,150495
gate_proj,1595,0,1,736
up_proj,1595,0,1,1056
act_fn,1595,0,1,131791
final_layernorm,1595,0,1,150990
lm_head,1595,0,1,736
embedding,1596,0,1,57183
input_layernorm,1596,0,1,148401
q_proj,1596,0,1,235407
k_proj,1596,0,1,37552
rope,1596,0,1,238607
post_layernorm,1596,0,1,146607
gate_proj,1596,0,1,880
up_proj,1596,0,1,848
act_fn,1596,0,1,131455
final_layernorm,1596,0,1,147088
lm_head,1596,0,1,736
embedding,1597,0,1,59280
input_layernorm,1597,0,1,151311
q_proj,1597,0,1,239726
k_proj,1597,0,1,38160
rope,1597,0,1,247183
post_layernorm,1597,0,1,149663
gate_proj,1597,0,1,1024
up_proj,1597,0,1,736
act_fn,1597,0,1,132719
final_layernorm,1597,0,1,150191
lm_head,1597,0,1,736
embedding,1598,0,1,61360
input_layernorm,1598,0,1,153839
q_proj,1598,0,1,244000
k_proj,1598,0,1,39152
rope,1598,0,1,253888
post_layernorm,1598,0,1,151775
gate_proj,1598,0,1,736
up_proj,1598,0,1,1007
act_fn,1598,0,1,131695
final_layernorm,1598,0,1,152383
lm_head,1598,0,1,736
embedding,1599,0,1,56399
input_layernorm,1599,0,1,147359
q_proj,1599,0,1,233950
k_proj,1599,0,1,36926
rope,1599,0,1,233613
post_layernorm,1599,0,1,145230
gate_proj,1599,0,1,1024
up_proj,1599,0,1,1024
act_fn,1599,0,1,131904
final_layernorm,1599,0,1,146975
lm_head,1599,0,1,736
embedding,1600,0,1,56767
input_layernorm,1600,0,1,148190
q_proj,1600,0,1,235952
k_proj,1600,0,1,37616
rope,1600,0,1,237886
post_layernorm,1600,0,1,146399
gate_proj,1600,0,1,736
up_proj,1600,0,1,1008
act_fn,1600,0,1,131375
final_layernorm,1600,0,1,146527
lm_head,1600,0,1,736
embedding,1601,0,1,60815
input_layernorm,1601,0,1,153295
q_proj,1601,0,1,241871
k_proj,1601,0,1,38608
rope,1601,0,1,250335
post_layernorm,1601,0,1,151679
gate_proj,1601,0,1,1008
up_proj,1601,0,1,736
act_fn,1601,0,1,133471
final_layernorm,1601,0,1,151199
lm_head,1601,0,1,736
embedding,1602,0,1,56143
input_layernorm,1602,0,1,147903
q_proj,1602,0,1,234960
k_proj,1602,0,1,37151
rope,1602,0,1,234975
post_layernorm,1602,0,1,146079
gate_proj,1602,0,1,1024
up_proj,1602,0,1,736
act_fn,1602,0,1,132239
final_layernorm,1602,0,1,147007
lm_head,1602,0,1,736
embedding,1603,0,1,61152
input_layernorm,1603,0,1,153263
q_proj,1603,0,1,241598
k_proj,1603,0,1,39407
rope,1603,0,1,248780
post_layernorm,1603,0,1,150959
gate_proj,1603,0,1,1024
up_proj,1603,0,1,991
act_fn,1603,0,1,132894
final_layernorm,1603,0,1,151712
lm_head,1603,0,1,736
embedding,1604,0,1,58751
input_layernorm,1604,0,1,151982
q_proj,1604,0,1,239068
k_proj,1604,0,1,38110
rope,1604,0,1,244318
post_layernorm,1604,0,1,149583
gate_proj,1604,0,1,736
up_proj,1604,0,1,1023
act_fn,1604,0,1,132784
final_layernorm,1604,0,1,149743
lm_head,1604,0,1,736
embedding,1605,0,1,57343
input_layernorm,1605,0,1,148656
q_proj,1605,0,1,234655
k_proj,1605,0,1,37280
rope,1605,0,1,236334
post_layernorm,1605,0,1,146879
gate_proj,1605,0,1,1088
up_proj,1605,0,1,1055
act_fn,1605,0,1,132447
final_layernorm,1605,0,1,147631
lm_head,1605,0,1,736
embedding,1606,0,1,59247
input_layernorm,1606,0,1,151599
q_proj,1606,0,1,239709
k_proj,1606,0,1,38432
rope,1606,0,1,246047
post_layernorm,1606,0,1,150111
gate_proj,1606,0,1,896
up_proj,1606,0,1,736
act_fn,1606,0,1,133807
final_layernorm,1606,0,1,150527
lm_head,1606,0,1,736
embedding,1607,0,1,61040
input_layernorm,1607,0,1,152943
q_proj,1607,0,1,241646
k_proj,1607,0,1,38992
rope,1607,0,1,250990
post_layernorm,1607,0,1,151424
gate_proj,1607,0,1,896
up_proj,1607,0,1,1008
act_fn,1607,0,1,132799
final_layernorm,1607,0,1,152079
lm_head,1607,0,1,736
embedding,1608,0,1,57744
input_layernorm,1608,0,1,149663
q_proj,1608,0,1,236639
k_proj,1608,0,1,37854
rope,1608,0,1,240365
post_layernorm,1608,0,1,147440
gate_proj,1608,0,1,1024
up_proj,1608,0,1,736
act_fn,1608,0,1,133183
final_layernorm,1608,0,1,148080
lm_head,1608,0,1,736
embedding,1609,0,1,59920
input_layernorm,1609,0,1,152878
q_proj,1609,0,1,241215
k_proj,1609,0,1,38974
rope,1609,0,1,248623
post_layernorm,1609,0,1,150862
gate_proj,1609,0,1,1136
up_proj,1609,0,1,880
act_fn,1609,0,1,133743
final_layernorm,1609,0,1,151424
lm_head,1609,0,1,736
embedding,1610,0,1,59503
input_layernorm,1610,0,1,152575
q_proj,1610,0,1,241039
k_proj,1610,0,1,38800
rope,1610,0,1,249070
post_layernorm,1610,0,1,150638
gate_proj,1610,0,1,912
up_proj,1610,0,1,1008
act_fn,1610,0,1,133614
final_layernorm,1610,0,1,152623
lm_head,1610,0,1,736
embedding,1611,0,1,61296
input_layernorm,1611,0,1,152511
q_proj,1611,0,1,241535
k_proj,1611,0,1,38786
rope,1611,0,1,248415
post_layernorm,1611,0,1,151230
gate_proj,1611,0,1,1040
up_proj,1611,0,1,896
act_fn,1611,0,1,133614
final_layernorm,1611,0,1,151486
lm_head,1611,0,1,736
embedding,1612,0,1,61856
input_layernorm,1612,0,1,154607
q_proj,1612,0,1,243408
k_proj,1612,0,1,39647
rope,1612,0,1,251951
post_layernorm,1612,0,1,152992
gate_proj,1612,0,1,1007
up_proj,1612,0,1,736
act_fn,1612,0,1,133918
final_layernorm,1612,0,1,153184
lm_head,1612,0,1,736
embedding,1613,0,1,59008
input_layernorm,1613,0,1,150815
q_proj,1613,0,1,238623
k_proj,1613,0,1,37967
rope,1613,0,1,241470
post_layernorm,1613,0,1,148510
gate_proj,1613,0,1,976
up_proj,1613,0,1,992
act_fn,1613,0,1,133791
final_layernorm,1613,0,1,148863
lm_head,1613,0,1,736
embedding,1614,0,1,58480
input_layernorm,1614,0,1,150605
q_proj,1614,0,1,239101
k_proj,1614,0,1,38304
rope,1614,0,1,243869
post_layernorm,1614,0,1,149597
gate_proj,1614,0,1,1024
up_proj,1614,0,1,896
act_fn,1614,0,1,134271
final_layernorm,1614,0,1,149951
lm_head,1614,0,1,736
embedding,1615,0,1,61248
input_layernorm,1615,0,1,152990
q_proj,1615,0,1,242464
k_proj,1615,0,1,38831
rope,1615,0,1,250417
post_layernorm,1615,0,1,151280
gate_proj,1615,0,1,879
up_proj,1615,0,1,752
act_fn,1615,0,1,134303
final_layernorm,1615,0,1,152175
lm_head,1615,0,1,736
embedding,1616,0,1,58752
input_layernorm,1616,0,1,151360
q_proj,1616,0,1,240061
k_proj,1616,0,1,38433
rope,1616,0,1,246398
post_layernorm,1616,0,1,152303
gate_proj,1616,0,1,767
up_proj,1616,0,1,1008
act_fn,1616,0,1,134207
final_layernorm,1616,0,1,152688
lm_head,1616,0,1,736
embedding,1617,0,1,60991
input_layernorm,1617,0,1,154687
q_proj,1617,0,1,243344
k_proj,1617,0,1,39071
rope,1617,0,1,250351
post_layernorm,1617,0,1,152542
gate_proj,1617,0,1,1008
up_proj,1617,0,1,1024
act_fn,1617,0,1,134511
final_layernorm,1617,0,1,152926
lm_head,1617,0,1,736
embedding,1618,0,1,59808
input_layernorm,1618,0,1,152223
q_proj,1618,0,1,240526
k_proj,1618,0,1,38879
rope,1618,0,1,244206
post_layernorm,1618,0,1,150847
gate_proj,1618,0,1,1024
up_proj,1618,0,1,992
act_fn,1618,0,1,134175
final_layernorm,1618,0,1,150542
lm_head,1618,0,1,736
embedding,1619,0,1,56784
input_layernorm,1619,0,1,148287
q_proj,1619,0,1,235278
k_proj,1619,0,1,37408
rope,1619,0,1,233342
post_layernorm,1619,0,1,146606
gate_proj,1619,0,1,1024
up_proj,1619,0,1,752
act_fn,1619,0,1,134048
final_layernorm,1619,0,1,148127
lm_head,1619,0,1,736
embedding,1620,0,1,58511
input_layernorm,1620,0,1,150399
q_proj,1620,0,1,238479
k_proj,1620,0,1,38224
rope,1620,0,1,241327
post_layernorm,1620,0,1,148894
gate_proj,1620,0,1,879
up_proj,1620,0,1,752
act_fn,1620,0,1,134159
final_layernorm,1620,0,1,149519
lm_head,1620,0,1,736
embedding,1621,0,1,62592
input_layernorm,1621,0,1,156078
q_proj,1621,0,1,246607
k_proj,1621,0,1,39760
rope,1621,0,1,257916
post_layernorm,1621,0,1,154414
gate_proj,1621,0,1,879
up_proj,1621,0,1,1024
act_fn,1621,0,1,135151
final_layernorm,1621,0,1,154640
lm_head,1621,0,1,736
embedding,1622,0,1,60367
input_layernorm,1622,0,1,153679
q_proj,1622,0,1,243294
k_proj,1622,0,1,38864
rope,1622,0,1,249471
post_layernorm,1622,0,1,152783
gate_proj,1622,0,1,736
up_proj,1622,0,1,1024
act_fn,1622,0,1,135070
final_layernorm,1622,0,1,152608
lm_head,1622,0,1,736
embedding,1623,0,1,57471
input_layernorm,1623,0,1,149679
q_proj,1623,0,1,237294
k_proj,1623,0,1,37505
rope,1623,0,1,239102
post_layernorm,1623,0,1,148320
gate_proj,1623,0,1,1104
up_proj,1623,0,1,991
act_fn,1623,0,1,134240
final_layernorm,1623,0,1,148927
lm_head,1623,0,1,736
embedding,1624,0,1,56063
input_layernorm,1624,0,1,147951
q_proj,1624,0,1,235742
k_proj,1624,0,1,37682
rope,1624,0,1,234655
post_layernorm,1624,0,1,147791
gate_proj,1624,0,1,1104
up_proj,1624,0,1,736
act_fn,1624,0,1,135456
final_layernorm,1624,0,1,149662
lm_head,1624,0,1,736
embedding,1625,0,1,60255
input_layernorm,1625,0,1,153757
q_proj,1625,0,1,243230
k_proj,1625,0,1,39264
rope,1625,0,1,249534
post_layernorm,1625,0,1,152304
gate_proj,1625,0,1,752
up_proj,1625,0,1,1008
act_fn,1625,0,1,134655
final_layernorm,1625,0,1,152094
lm_head,1625,0,1,736
embedding,1626,0,1,60448
input_layernorm,1626,0,1,153823
q_proj,1626,0,1,243806
k_proj,1626,0,1,39199
rope,1626,0,1,250782
post_layernorm,1626,0,1,153182
gate_proj,1626,0,1,992
up_proj,1626,0,1,1024
act_fn,1626,0,1,135390
final_layernorm,1626,0,1,152417
lm_head,1626,0,1,752
embedding,1627,0,1,56640
input_layernorm,1627,0,1,149343
q_proj,1627,0,1,236509
k_proj,1627,0,1,37776
rope,1627,0,1,234511
post_layernorm,1627,0,1,148031
gate_proj,1627,0,1,1023
up_proj,1627,0,1,976
act_fn,1627,0,1,135647
final_layernorm,1627,0,1,149327
lm_head,1627,0,1,736
embedding,1628,0,1,59711
input_layernorm,1628,0,1,153008
q_proj,1628,0,1,241984
k_proj,1628,0,1,38880
rope,1628,0,1,247695
post_layernorm,1628,0,1,151790
gate_proj,1628,0,1,1072
up_proj,1628,0,1,736
act_fn,1628,0,1,135375
final_layernorm,1628,0,1,151790
lm_head,1628,0,1,736
embedding,1629,0,1,61823
input_layernorm,1629,0,1,156080
q_proj,1629,0,1,245118
k_proj,1629,0,1,39630
rope,1629,0,1,251886
post_layernorm,1629,0,1,153567
gate_proj,1629,0,1,1024
up_proj,1629,0,1,864
act_fn,1629,0,1,135919
final_layernorm,1629,0,1,153263
lm_head,1629,0,1,736
embedding,1630,0,1,62448
input_layernorm,1630,0,1,155599
q_proj,1630,0,1,246047
k_proj,1630,0,1,39600
rope,1630,0,1,255472
post_layernorm,1630,0,1,154447
gate_proj,1630,0,1,1024
up_proj,1630,0,1,880
act_fn,1630,0,1,135903
final_layernorm,1630,0,1,155678
lm_head,1630,0,1,736
embedding,1631,0,1,62303
input_layernorm,1631,0,1,157488
q_proj,1631,0,1,248719
k_proj,1631,0,1,39999
rope,1631,0,1,258686
post_layernorm,1631,0,1,155967
gate_proj,1631,0,1,1008
up_proj,1631,0,1,1024
act_fn,1631,0,1,136031
final_layernorm,1631,0,1,155583
lm_head,1631,0,1,736
embedding,1632,0,1,62896
input_layernorm,1632,0,1,157471
q_proj,1632,0,1,250093
k_proj,1632,0,1,40207
rope,1632,0,1,261534
post_layernorm,1632,0,1,155888
gate_proj,1632,0,1,879
up_proj,1632,0,1,992
act_fn,1632,0,1,136223
final_layernorm,1632,0,1,155789
lm_head,1632,0,1,736
embedding,1633,0,1,61040
input_layernorm,1633,0,1,155007
q_proj,1633,0,1,244670
k_proj,1633,0,1,39328
rope,1633,0,1,250989
post_layernorm,1633,0,1,153695
gate_proj,1633,0,1,1008
up_proj,1633,0,1,751
act_fn,1633,0,1,135870
final_layernorm,1633,0,1,153903
lm_head,1633,0,1,736
embedding,1634,0,1,59968
input_layernorm,1634,0,1,154191
q_proj,1634,0,1,244383
k_proj,1634,0,1,38928
rope,1634,0,1,249263
post_layernorm,1634,0,1,153119
gate_proj,1634,0,1,736
up_proj,1634,0,1,880
act_fn,1634,0,1,135519
final_layernorm,1634,0,1,152960
lm_head,1634,0,1,736
embedding,1635,0,1,59791
input_layernorm,1635,0,1,155472
q_proj,1635,0,1,244734
k_proj,1635,0,1,39249
rope,1635,0,1,248830
post_layernorm,1635,0,1,153583
gate_proj,1635,0,1,1024
up_proj,1635,0,1,992
act_fn,1635,0,1,136383
final_layernorm,1635,0,1,153056
lm_head,1635,0,1,736
embedding,1636,0,1,59215
input_layernorm,1636,0,1,152911
q_proj,1636,0,1,241517
k_proj,1636,0,1,38079
rope,1636,0,1,243631
post_layernorm,1636,0,1,151261
gate_proj,1636,0,1,736
up_proj,1636,0,1,1040
act_fn,1636,0,1,135519
final_layernorm,1636,0,1,151535
lm_head,1636,0,1,736
embedding,1637,0,1,61487
input_layernorm,1637,0,1,155550
q_proj,1637,0,1,245807
k_proj,1637,0,1,39550
rope,1637,0,1,252126
post_layernorm,1637,0,1,154511
gate_proj,1637,0,1,992
up_proj,1637,0,1,736
act_fn,1637,0,1,135759
final_layernorm,1637,0,1,154031
lm_head,1637,0,1,736
embedding,1638,0,1,57295
input_layernorm,1638,0,1,149886
q_proj,1638,0,1,238863
k_proj,1638,0,1,37567
rope,1638,0,1,235662
post_layernorm,1638,0,1,148623
gate_proj,1638,0,1,736
up_proj,1638,0,1,864
act_fn,1638,0,1,136222
final_layernorm,1638,0,1,149438
lm_head,1638,0,1,736
embedding,1639,0,1,58672
input_layernorm,1639,0,1,151903
q_proj,1639,0,1,241422
k_proj,1639,0,1,38032
rope,1639,0,1,243375
post_layernorm,1639,0,1,151407
gate_proj,1639,0,1,1024
up_proj,1639,0,1,992
act_fn,1639,0,1,136175
final_layernorm,1639,0,1,151646
lm_head,1639,0,1,736
embedding,1640,0,1,61759
input_layernorm,1640,0,1,156480
q_proj,1640,0,1,247343
k_proj,1640,0,1,39631
rope,1640,0,1,255228
post_layernorm,1640,0,1,155279
gate_proj,1640,0,1,864
up_proj,1640,0,1,736
act_fn,1640,0,1,136447
final_layernorm,1640,0,1,155151
lm_head,1640,0,1,736
embedding,1641,0,1,62784
input_layernorm,1641,0,1,157136
q_proj,1641,0,1,250510
k_proj,1641,0,1,40304
rope,1641,0,1,258960
post_layernorm,1641,0,1,156335
gate_proj,1641,0,1,879
up_proj,1641,0,1,736
act_fn,1641,0,1,136799
final_layernorm,1641,0,1,157151
lm_head,1641,0,1,736
embedding,1642,0,1,59584
input_layernorm,1642,0,1,153646
q_proj,1642,0,1,244496
k_proj,1642,0,1,38590
rope,1642,0,1,248687
post_layernorm,1642,0,1,153358
gate_proj,1642,0,1,879
up_proj,1642,0,1,1088
act_fn,1642,0,1,136255
final_layernorm,1642,0,1,152157
lm_head,1642,0,1,735
embedding,1643,0,1,59248
input_layernorm,1643,0,1,152831
q_proj,1643,0,1,242781
k_proj,1643,0,1,38447
rope,1643,0,1,244159
post_layernorm,1643,0,1,152286
gate_proj,1643,0,1,880
up_proj,1643,0,1,752
act_fn,1643,0,1,136590
final_layernorm,1643,0,1,153776
lm_head,1643,0,1,736
embedding,1644,0,1,59775
input_layernorm,1644,0,1,153822
q_proj,1644,0,1,247087
k_proj,1644,0,1,39744
rope,1644,0,1,258287
post_layernorm,1644,0,1,155919
gate_proj,1644,0,1,751
up_proj,1644,0,1,864
act_fn,1644,0,1,137775
final_layernorm,1644,0,1,156833
lm_head,1644,0,1,736
embedding,1645,0,1,58959
input_layernorm,1645,0,1,152206
q_proj,1645,0,1,242095
k_proj,1645,0,1,38304
rope,1645,0,1,241662
post_layernorm,1645,0,1,151232
gate_proj,1645,0,1,752
up_proj,1645,0,1,992
act_fn,1645,0,1,136655
final_layernorm,1645,0,1,152879
lm_head,1645,0,1,736
embedding,1646,0,1,61727
input_layernorm,1646,0,1,157103
q_proj,1646,0,1,248560
k_proj,1646,0,1,39744
rope,1646,0,1,256878
post_layernorm,1646,0,1,156157
gate_proj,1646,0,1,864
up_proj,1646,0,1,992
act_fn,1646,0,1,137423
final_layernorm,1646,0,1,157870
lm_head,1646,0,1,736
embedding,1647,0,1,63183
input_layernorm,1647,0,1,157648
q_proj,1647,0,1,249711
k_proj,1647,0,1,39920
rope,1647,0,1,257902
post_layernorm,1647,0,1,156256
gate_proj,1647,0,1,1024
up_proj,1647,0,1,736
act_fn,1647,0,1,137279
final_layernorm,1647,0,1,157519
lm_head,1647,0,1,736
embedding,1648,0,1,61023
input_layernorm,1648,0,1,155599
q_proj,1648,0,1,247279
k_proj,1648,0,1,39232
rope,1648,0,1,253472
post_layernorm,1648,0,1,154765
gate_proj,1648,0,1,879
up_proj,1648,0,1,992
act_fn,1648,0,1,137376
final_layernorm,1648,0,1,154799
lm_head,1648,0,1,736
embedding,1649,0,1,59760
input_layernorm,1649,0,1,153617
q_proj,1649,0,1,243935
k_proj,1649,0,1,38863
rope,1649,0,1,246959
post_layernorm,1649,0,1,153406
gate_proj,1649,0,1,736
up_proj,1649,0,1,1023
act_fn,1649,0,1,137088
